Tweet Id,Text,Name,Screen Name,UTC,Created At,Favorites,Retweets,Language,Client,Tweet Type,URLs,Hashtags,Mentions,Media Type,Media URLs,,,
1582530550937440257,RT @WaldoCasal : ?#Libra: Su voluntad y sacrificio serán prontamente recompensados. En el amor: sin vueltas ni enojos. #Astrología,Yennifer,jenifer44191686,2022-10-19T00:34:19.000Z,Wed Oct 19 00:34:19 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,2,0,,,,,
1582530522567172096,"Sério eu fico PASSADA o quanto meu mapa astral todinho me define, sei que estou no começo de aprender mais sobre astrologia mas pqp faz total sentido!!!!!! https://t.co/KV6uKeIdAE",Luz ??,luz_luisaa,2022-10-19T00:34:13.000Z,Wed Oct 19 00:34:13 +0000 2022,0,0,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,photo,https://pbs.twimg.com/media/FfZHHuiXwAAw9zB.jpg,,,
1582530420209774593,"RT @Feellg2 : Te van a criticar por todo, tú sigue hablando de astrología y el universo en las fiestas.",Karely Fletcher,KarelyFletcher,2022-10-19T00:33:48.000Z,Wed Oct 19 00:33:48 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,,,,,
1582530412622282752,"Depois da minha falecida avó, eu nunca fui muito de acreditar em tarot, astrologia e etc… mas até que algumas coisas que aparecem por aqui fazem sentido mesmo ??",vevê,Venancio06,2022-10-19T00:33:47.000Z,Wed Oct 19 00:33:47 +0000 2022,0,0,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,
1582530257877278720,"@astro_91218 La astrología es una herramienta más entre tantas, la psicología, la preparación física, el trabajo en lo táctico y estratégico, la nutrición, mejorar la técnica etc etc son muy importantes en un equipo de fútbol. Cada una de ellas es clave.",Viajero Online,viajeroonlineok,2022-10-19T00:33:10.000Z,Wed Oct 19 00:33:10 +0000 2022,0,0,es,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,1,,,,,
1582529794532855809,si la astrologia no es verdad entonces por qué la gente me dice q irradio tranquilidad (ascendente en tauro como me ve la gente) pero los q m conocen saben q estoy re loca (escorpiana),odila,odiespinoza,2022-10-19T00:31:19.000Z,Wed Oct 19 00:31:19 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,0,0,,,,,
1582529750660132864,"RT @Feellg2 : Te van a criticar por todo, tú sigue hablando de astrología y el universo en las fiestas.",Ramsan,Ramsan04675342,2022-10-19T00:31:09.000Z,Wed Oct 19 00:31:09 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,,,,,
1582529721673207810,"RT @Feellg2 : Te van a criticar por todo, tú sigue hablando de astrología y el universo en las fiestas.",http.majo,majo_http,2022-10-19T00:31:02.000Z,Wed Oct 19 00:31:02 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,,,,,
1582529702006095872,o seu perfil foi visto por 4 pessoas nas últimas 3 horas https://t.co/APwz4iOjTr,astrologia,Astrologia_br,2022-10-19T00:30:57.000Z,Wed Oct 19 00:30:57 +0000 2022,0,0,pt,"<a href=""http://www.twitcom.com.br"" rel=""nofollow"">Twitcom - Comunidades </a>",Tweet,http://twcm.co/CyC3h ,0,0,,,,,
1582529557999267840,"RT @Feellg2 : Te van a criticar por todo, tú sigue hablando de astrología y el universo en las fiestas.",Camila.,CCaro2410,2022-10-19T00:30:23.000Z,Wed Oct 19 00:30:23 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,,,,,
1582529526625550336,"RT @caras : Wanda Nara y L-Gante: cómo es su compatibilidad según sus signos
https://t.co/knNKBZdXx1",Virginia,Marino_Vir,2022-10-19T00:30:15.000Z,Wed Oct 19 00:30:15 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,https://bit.ly/3Ty43CM ,0,0,,,,,
1582529504513122304,"RT @Feellg2 : Te van a criticar por todo, tú sigue hablando de astrología y el universo en las fiestas.",Caro.,soexpensive_,2022-10-19T00:30:10.000Z,Wed Oct 19 00:30:10 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,,,,,
1582529504181817344,"En base a mis mg de que hijo de puta, si detesto la astrologia https://t.co/gp6hwy9owJ",Morri??,tomigomezm,2022-10-19T00:30:10.000Z,Wed Oct 19 00:30:10 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,0,0,photo,https://pbs.twimg.com/media/FfZGMlCXwAAaWrc.jpg,,,
1582529462440108033,"Wanda Nara y L-Gante: cómo es su compatibilidad según sus signos
https://t.co/knNKBZdXx1",Revista Caras,caras,2022-10-19T00:30:00.000Z,Wed Oct 19 00:30:00 +0000 2022,1,1,es,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://bit.ly/3Ty43CM ,0,0,,,,,
1582529374792069120,"RT @Feellg2 : Te van a criticar por todo, tú sigue hablando de astrología y el universo en las fiestas.",Luisa María,Luisag_v,2022-10-19T00:29:39.000Z,Wed Oct 19 00:29:39 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,,,,,
1582529210769297409,"RT @Feellg2 : Te van a criticar por todo, tú sigue hablando de astrología y el universo en las fiestas.",Nanu ??????,DianaPinto_24,2022-10-19T00:29:00.000Z,Wed Oct 19 00:29:00 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,,,,,
1582529204553252864,RT @WaldoCasal : La #Luna ha ingresado a #Leo. ?????? #Astrología,Isaac Eduardo,isaacmedinari,2022-10-19T00:28:58.000Z,Wed Oct 19 00:28:58 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,3,0,,,,,
1582529191408734208,RT @WaldoCasal : ??#Aries: Su fortaleza y perseverancia los hará resurgir de los inconvenientes. En el amor: sean fieles a lo que sienten su corazón. #Astrología,Natalia ??,NatiLeiva_,2022-10-19T00:28:55.000Z,Wed Oct 19 00:28:55 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,2,0,,,,,
1582529099049840640,do nada o prof começa a falar de astrólogia no meio da aula???,sol,cuscuzcomcharck,2022-10-19T00:28:33.000Z,Wed Oct 19 00:28:33 +0000 2022,1,0,pt,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,0,0,,,,,
1582528388933132288,"RT @Roa_Rah : Planes of the Day

astrologer ?? astrology ?? astrologo ?? astrologia ?? birthchart ?? natalchart ?? magic ?? magick ?? spirit ?? spiritual ?? spirituality https://t.co/GTDMb4c3bu",Abril Lavagna,AbrilLavag,2022-10-19T00:25:44.000Z,Wed Oct 19 00:25:44 +0000 2022,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,0,0,photo,https://pbs.twimg.com/media/FfWqKiRUUAAAFZ1.jpg,,,
1582528354745430016,"RT @Feellg2 : Te van a criticar por todo, tú sigue hablando de astrología y el universo en las fiestas.",Santy Corbalan,santiC088,2022-10-19T00:25:36.000Z,Wed Oct 19 00:25:36 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,,,,,
1582528168967012353,@bfelixwithpuns Mano ele real usou astrologia no vídeo ficou muito bom KKKKKK ainda tô vendo,Portella,pqportella,2022-10-19T00:24:52.000Z,Wed Oct 19 00:24:52 +0000 2022,1,0,pt,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,1,,,,,
1582527888007757824,"Amiga Arzhae. Mi gran admiración por tu arte. Creo eres de las mejores.
Pero te noto bastante maldita en temas de economía al igual que tu líder.
Sabe muvho de Astrología, pero cada vez q hablan D economía son 200 barras que le entierran al dólar.
Te aliento a seguir en el ARTE. https://t.co/Zlgb8jhDqR",Carlos Mario De Caro,cmario851,2022-10-19T00:23:45.000Z,Wed Oct 19 00:23:45 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,https://twitter.com/ARZAHE1/status/1582374290980491264 ,0,0,,,,,
1582527805299904512,"RT @Feellg2 : Te van a criticar por todo, tú sigue hablando de astrología y el universo en las fiestas.",marian ??????,VotanVan,2022-10-19T00:23:25.000Z,Wed Oct 19 00:23:25 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,,,,,
1582527579277660160,"@anargyyy Merry happy birthday. De astrología no he leído. De tarot, el tarot de Thoth de Aleister Crowley",Contemporary Wizard,ElBadiablo,2022-10-19T00:22:31.000Z,Wed Oct 19 00:22:31 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,1,,,,,
1582527526907170816,"RT @Feellg2 : Te van a criticar por todo, tú sigue hablando de astrología y el universo en las fiestas.",?????? ???????????? ??? ??,zapaterandaluza,2022-10-19T00:22:19.000Z,Wed Oct 19 00:22:19 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,,,,,
1582527397320327168,"RT @Feellg2 : Te van a criticar por todo, tú sigue hablando de astrología y el universo en las fiestas.",La Galvan,munnlli,2022-10-19T00:21:48.000Z,Wed Oct 19 00:21:48 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,,,
1582527328626044928,"RT @Feellg2 : Te van a criticar por todo, tú sigue hablando de astrología y el universo en las fiestas.",Adri Ortiz,ardiardillita,2022-10-19T00:21:31.000Z,Wed Oct 19 00:21:31 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,,,
1582527193791750145,"RT @Feellg2 : Te van a criticar por todo, tú sigue hablando de astrología y el universo en las fiestas.",nikito,nikitozmzz,2022-10-19T00:20:59.000Z,Wed Oct 19 00:20:59 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,,,,,
1582527090007502849,RT @WaldoCasal : La #Luna ha ingresado a #Leo. ?????? #Astrología,juanjo segundo,segundo_juanjo,2022-10-19T00:20:34.000Z,Wed Oct 19 00:20:34 +0000 2022,0,0,es,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,3,0,,,,,
1582527015361474560,"Jaja, pero enserio, segun la astrologia este resto de año esta feo feo",Zacnye :3,dylan_riverashi,2022-10-19T00:20:17.000Z,Wed Oct 19 00:20:17 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,0,0,,,,,
1582526775737085952,Segun la astrologia ud deberia estar aqui mamando culo,Zacnye :3,dylan_riverashi,2022-10-19T00:19:19.000Z,Wed Oct 19 00:19:19 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,0,0,,,,,
1582526525462958081,"""Leitura corporal"" é a astrologia 2.0. 
Pessoal curte dar fama para pseudociências estupidas",?????? ???????? - ?????,MadKingErick,2022-10-19T00:18:20.000Z,Wed Oct 19 00:18:20 +0000 2022,0,0,pt,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,,0,0,,,,,
1582526482001235968,"Astrologia, ciência exata https://t.co/DmjD1HPZ4v",Luduvicu,luduvicu,2022-10-19T00:18:09.000Z,Wed Oct 19 00:18:09 +0000 2022,13,0,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/paulogala/status/1582524547823288321 ,0,0,,,,,
1582526092161622017,RT @WaldoCasal : ??#Capricornio: No pretendan soluciones inmediatas. Sepan adaptarse a las dificultades y eviten los pasos en falso. En el amor: prioricen su salud emocional ante todo. #Astrología,Florencia Pozzer,pozzer_flor,2022-10-19T00:16:36.000Z,Wed Oct 19 00:16:36 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,2,0,,,,,
1582526064764411905,"@yussife #podcast de #astrología.
https://t.co/ZgN0mSBJAC",Marco Tulio Texon A.,astr0matt,2022-10-19T00:16:30.000Z,Wed Oct 19 00:16:30 +0000 2022,3,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,https://open.spotify.com/show/31NOWExxDzIJEkHBwKISUd?si=BBl5robeTDSxWmuxch0MAw&utm_source=copy-link ,2,1,,,,,
1582525843984687104,No sé mucho de astrología pero hoy tengo la luna en ¿Por qué mejor no me muero?.,Ra Vignolles,ramvig,2022-10-19T00:15:37.000Z,Wed Oct 19 00:15:37 +0000 2022,2,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,0,0,,,,,
1582525621627854848,"RT @Feellg2 : Te van a criticar por todo, tú sigue hablando de astrología y el universo en las fiestas.",SannTiagoooo,STiagoooo,2022-10-19T00:14:44.000Z,Wed Oct 19 00:14:44 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,,,,,
