Tweet Id,Text,Name,Screen Name,UTC,Created At,Favorites,Retweets,Language,Client,Tweet Type,URLs,Hashtags,Mentions,Media Type,Media URLs,,,
1593255477147709442,"o app de astrologia hoje me mandou fazer um acordo com as vozes da minha cabeça

as vozes em questão: 

https://t.co/OatNtot5Ni",luiz inácio gusta da silva,fogaodako,2022-11-17T14:51:21.000Z,Thu Nov 17 14:51:21 +0000 2022,0,0,pt,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,0,0,video,https://video.twimg.com/ext_tw_video/1587120706525040640/pu/vid/320x426/LbFbjaTG0eJAvfS8.mp4?tag=12,,,
1593255383610855425,"@Salsilove @bertiz_14 Es el 2022 amigo, no se que les pasa este año, yo no entiendo de astrología ni nada de eso, pero hay algo que afecte el caranaval? Luna en Géminis? Algo de eso jaja","Yo, el Nando????",n4nditoo,2022-11-17T14:50:59.000Z,Thu Nov 17 14:50:59 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,2,,,,,
1593254952197320704,"Astrología: en la Selección Argentina predomina el elemento Tierra, con una energía que potencia la capacidad para lograr metas https://t.co/sj9nqlYVpq",Para Ti Online,ParaTiOnline,2022-11-17T14:49:16.000Z,Thu Nov 17 14:49:16 +0000 2022,0,0,es,"<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox</a>",Tweet,https://www.parati.com.ar/lifestyle/argentina-en-qatar-2022-que-dicen-los-astros-sobre-la-scaloneta/?utm_term=Autofeed&utm_campaign=Echobox&utm_medium=Social&utm_source=Twitter#Echobox=1668696505 ,0,0,,,,,
1593254247952355330,RT @WaldoCasal : La #Luna estará en #Virgo los próximos 2 días. Posiblemente te sientas más inspirado para concentrarte en tu bienestar mental y físico. Será un buen momento para que hagas actividades que calmen tu ansiedad y te ayuden a afirmarte en el momento presente.?????? #Astrología,Kattya Chirito,babs_or_babz,2022-11-17T14:46:28.000Z,Thu Nov 17 14:46:28 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,3,0,,,,,
1593253220511809536,"https://t.co/dlsZPPEkIe
#luna #moon #Aries #Tauro #Geminis #Cancer #Leo #Virgo #Libra #Escorpio #Sagitario #Capricornio #Acuario #Piscis #ola #faseslunares #mercurio #climaastral #sombra #luz #astrologia #eclipse",?? HECHO ESTÁ GRACIAS GRACIAS GRACIAS ??,tumundotarot,2022-11-17T14:42:23.000Z,Thu Nov 17 14:42:23 +0000 2022,0,0,und,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://www.youtube.com/watch?v=l_mKVNVNzBs ,22,0,,,,,
1593253131592163329,"RT @Pol : No usamos la astrología superponiéndola a nuestra vida, sino como un medio para descifrar los patrones personales de cada vida en particular.

No interpretamos la carta natal como un destino inalterable, sino como un sugerente abanico de posibilidades, tendencias y desafíos.",catalina,cataleguisamo,2022-11-17T14:42:02.000Z,Thu Nov 17 14:42:02 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,,,
1593252637008269320,"nossa essa madrugada eu fiquei lendo sobre astrologia e características mais profundas sobre meu signo solar 
muito se fala sobre a frieza de Capricórnio, é pura mentira!!! 
Somos extremamente sensíveis… a é meio cabra e meio rabo de peixe, mas a gente só demonstra esse tipo",Mari,_m4rismar,2022-11-17T14:40:04.000Z,Thu Nov 17 14:40:04 +0000 2022,0,0,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,
1593251215852261377,"RT @Pol : No usamos la astrología superponiéndola a nuestra vida, sino como un medio para descifrar los patrones personales de cada vida en particular.

No interpretamos la carta natal como un destino inalterable, sino como un sugerente abanico de posibilidades, tendencias y desafíos.",Hierophant,Andi_MFH,2022-11-17T14:34:25.000Z,Thu Nov 17 14:34:25 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,,,,,
1593251080384618497,"@LeilaGermano @choquei @folha A @folha, o @Estadao, o @JornalOGlobo, e @gazetadopovo são jornais tradicionalmente adoradores de ditaduras, com jornalismo medíocre que dá espaço a achismo, astrologia e troladores. Dora, Eliane, alexandre e alguns outros decrépitos poderiam se aposentar, seria um favor.",evangelistão,Evangelistao_,2022-11-17T14:33:53.000Z,Thu Nov 17 14:33:53 +0000 2022,1,0,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,7,,,,,
1593251007319851011,se astrologia não existe então pq meu irmão mais novo é o virginiano mais fresco que já pisou nessa terra,fandangos@cuscuz.in,fandangos,2022-11-17T14:33:35.000Z,Thu Nov 17 14:33:35 +0000 2022,0,0,pt,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,0,0,,,,,
1593250975841587200,"vai ter uma festa na minha cidade que o tema e astrologia folia, SE TEM TEMA MAIS QUE A MINHA CARA QUE ESSE EU DESCONHEÇO, já comprei meu ingresso, vai ser tudooooooo",moises,eumoisex,2022-11-17T14:33:28.000Z,Thu Nov 17 14:33:28 +0000 2022,0,0,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,
