Tweet Id,Text,Name,Screen Name,UTC,Created At,Favorites,Retweets,Language,Client,Tweet Type,URLs,Hashtags,Mentions,Media Type,Media URLs,,,
1592937197102977024,@clubdeviernes Vosotros sois a la economía lo que la astrología a la astronomía…,yyoaquíquepongo.orgggg,jsr_javi,2022-11-16T17:46:37.000Z,Wed Nov 16 17:46:37 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,1,,,,,
1592937162387095553,"@tf0ckliv13 @iramxniw @Vannwanderlust O povo que começou a estudar astrologia e ficou só no horóscopo... Tenho certeza de que se estudassem mais um ou dois milênios, hj o horóscopo seria de jogos da mega sena ... E eles acertariam",Fabinho Romério,FabioRomeiro1,2022-11-16T17:46:29.000Z,Wed Nov 16 17:46:29 +0000 2022,0,0,pt,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,3,,,,,
1592937071785623552,"RT @Estef_ciencia : Yo me pregunto: ¿qué gran descubrimiento cosmológico hizo la astrología?, ¿qué crisis humanitaria palió la homeopatía?, ¿qué drama de la historia universal resuelven las constelaciones familiares?. ¿Que entienden por ciencia estas universidades, facultades y escuelas? https://t.co/ow1eFnzSl4",Fletcher,JoacoM98,2022-11-16T17:46:07.000Z,Wed Nov 16 17:46:07 +0000 2022,0,0,es,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://twitter.com/FabBallarini/status/1592502626423549953 ,0,0,,,,,
1592936797415542784,"RT @starsbysil : Así como hay hombres que huyen cuando hablan que les gusta la astrología hay novios que les interesa y hasta te regalan sesiones con astrólogos.
????",Marina,mar_grandee,2022-11-16T17:45:02.000Z,Wed Nov 16 17:45:02 +0000 2022,0,0,es,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,0,0,,,,,
1592936589218689024,Si la astrología no es real porque tuve una crisis emocional cuando había eclipse en tauro y soy tauro ??????,???????? ?????????? ?????????????,pinksugarlatte,2022-11-16T17:44:12.000Z,Wed Nov 16 17:44:12 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,0,0,,,,,
1592936530804629505,@VeroR_Akd @hernancarbajal5 @SebasIbarrondo 24 de junio es cáncer! Astrología pura,sebas ²² akd,akd22seba,2022-11-16T17:43:58.000Z,Wed Nov 16 17:43:58 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,3,,,,,
1592936422985863168,RT @mellzinhadomau : parei de acredita em astrologia virei normal,just a boy,Sh1nxDesu,2022-11-16T17:43:33.000Z,Wed Nov 16 17:43:33 +0000 2022,0,0,pt,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,0,0,,,,,
1592936042298224642,Empecé a leer el tuit diciendo “bacana una relación entre dos psicoanalistas” y luego sale ique “astrología” jajajajajaja ?? https://t.co/zhtrnfKGQS,Juan José Chavarriaga,ChavaGacham,2022-11-16T17:42:02.000Z,Wed Nov 16 17:42:02 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/portalvaginal/status/1592869485299798016 ,0,0,,,,,
1592935906801246210,"RT @Astro_Psicolog1 : Los mejores Tipster de Sudamérica ??
Tipster Español??????
Un Tarotista Profesional ??
2 estudiantes de Tarot ??
Y quién les habla ofrece herramientas de Astrología para aplicar en el deporte????
Así es aquí también damos la posibilidad de aprendizaje para quien lo requiera??????",Alexander Gómez,Alexand54374873,2022-11-16T17:41:30.000Z,Wed Nov 16 17:41:30 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,,,,,
1592935790702919680,RT @WaldoCasal : #Venus en #Sagitario del 16/11 al 9/12. Las próximas tres semanas debes arriesgarte y abrirte al amor y al romance. Las buenas vibraciones fluirán. ?????? #Astrología,Gime...,GimeeCespedes,2022-11-16T17:41:02.000Z,Wed Nov 16 17:41:02 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,3,0,,,,,
