Tweet Id,Text,Name,Screen Name,UTC,Created At,Favorites,Retweets,Language,Client,Tweet Type,URLs,Hashtags,Mentions,Media Type,Media URLs,,,
1587676247466860544,"RT @fakeastrologia : Hola, esta es una nueva cuenta de astrología para la comunidad de fakeland, me ayudarían mucho dando fav y rt para que llegue a más gente.

#fakeland #astrology #astrologia #astrologiafake",?? ?,aqriusunn,2022-11-02T05:21:29.000Z,Wed Nov 02 05:21:29 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,4,0,,,,,
1587674449834295296,q onda con el bot de astrologia,ro,FXCK_MIGRAINE,2022-11-02T05:14:21.000Z,Wed Nov 02 05:14:21 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,0,0,,,,,
1587673504010440706,"Me emperran las mamadas que salen en tiktok de astrología. No wey no puede haber un elemento de aire en los de tierra. Todos los signos tienes su elemento, polaridad y modalidad. Ya cállense!",Daffodil,yaat98,2022-11-02T05:10:35.000Z,Wed Nov 02 05:10:35 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,
1587672452309561345,RT @jesiemejia : si la astrología no es real por qué en plena scorpio season los vatos parecen que están en celo? ??,?.?.:* ?:**:. ????? .:**:.?*.:?.?,virgo_witchy,2022-11-02T05:06:24.000Z,Wed Nov 02 05:06:24 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,,,
1587670703544979456,si la astrología no es real por qué en plena scorpio season los vatos parecen que están en celo? ??,??,jesiemejia,2022-11-02T04:59:27.000Z,Wed Nov 02 04:59:27 +0000 2022,0,1,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,
1587670499039100929,RT @pxulotuites : o mundo pegando fogo a pessoa no Instagram ????? ioga ?? beleza ????? looks da Shein ?? moda ????? astrologia ?? japonês ?? samambaia,sofia coppola paraense,isadoralis_,2022-11-02T04:58:39.000Z,Wed Nov 02 04:58:39 +0000 2022,0,0,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,,,
1587670041926967298,"RT @axeleffect : @akasadtanas Que los horóscopos y la astrología son muy similares al RACISMO: un sistema de creencias regidas por la ignorancia para perpetuar prejuicios, convencionalismos negativos y demás suposiciones para discriminar/categorizar personas a nuestro placer.",Piascledine 300,equilibrista___,2022-11-02T04:56:50.000Z,Wed Nov 02 04:56:50 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,1,,,,,
1587668994827223041,@lusuaarezz Nada que ver pero me gusta mucho la astrología jajaja y virgo es un desastre cuando intenta ordenar la vida de los demás y los pone como prioridad por encima de sí mismo. La misión de virgo es el orden entre otras cosas. Ojalá te sirva de algo,L U??,LuluuCarrazana,2022-11-02T04:52:40.000Z,Wed Nov 02 04:52:40 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,1,,,,,
1587667705729007617,"RT @esophterica : Algo que amo de la astrología es que obliga a pensar. Las personas muchas veces buscan en los libros de astrología respuestas como si fuera un recetario de comida y no es así, la astrología es un lenguaje que toca analizar, exprimir y abrazar a partir de cada individuo.",ternura radical,analaviniaa,2022-11-02T04:47:33.000Z,Wed Nov 02 04:47:33 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,,,
1587667275083124736,"RT @esophterica : Algo que amo de la astrología es que obliga a pensar. Las personas muchas veces buscan en los libros de astrología respuestas como si fuera un recetario de comida y no es así, la astrología es un lenguaje que toca analizar, exprimir y abrazar a partir de cada individuo.",Melody,Melcaceres_,2022-11-02T04:45:50.000Z,Wed Nov 02 04:45:50 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,,,
1587667211874861057,"@ssoldierserum No sé mucho de astrología, pero puedes darme clases.",gia.,cittadelIaluna,2022-11-02T04:45:35.000Z,Wed Nov 02 04:45:35 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,1,,,,,
1587664890495266816,"Según una página random de astrología Ámbar tiene como signo solar CÁNCER, luna en GÉMINIS y ascendente en CAPRICORNIO. Tengo miedo jajajaa",MARIEL,Maarsiz,2022-11-02T04:36:21.000Z,Wed Nov 02 04:36:21 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,0,0,,,,,
1587664797029613569,"Bueno, segunda cita no habrá, pero al menos ya sabe un poquitín de la ley del karma, la reencarnación, la meditación, el yoga, las vibraciones mentales,  la astrología y hasta de finanzas. Simplemente, no se puede quejar.??????",Norwin,kyoto_wil,2022-11-02T04:35:59.000Z,Wed Nov 02 04:35:59 +0000 2022,2,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,0,0,,,,,
1587664290651193344,@Itjustfairytale @renatarochaw @monark Astrologia é algo muito mais plausível que as mentiras do bolsobosta. Você é alienado demais. Vai lá acreditar que prenderam o Xandão vai hahaha burr0,mãe da Lua 1??3??,patzera,2022-11-02T04:33:58.000Z,Wed Nov 02 04:33:58 +0000 2022,1,0,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,3,,,,,
1587663654471831552,@coIibries_ Soy un rey de la astrología viste,? ??? ?? ?v.,portraitura,2022-11-02T04:31:27.000Z,Wed Nov 02 04:31:27 +0000 2022,1,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,1,,,,,
1587663638055329793,"RT @camsgarciat : Astrologia 

Euphoria e o suposto mapa astral das personagens principais ? 

thread ?? https://t.co/QU9kB5MZU2",Tartaruga Chapada,thays29366967,2022-11-02T04:31:23.000Z,Wed Nov 02 04:31:23 +0000 2022,0,0,pt,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,photo,https://pbs.twimg.com/media/FfTNxHZXkAAuXDi.jpg,,,
1587663582333997057,@patzera @renatarochaw @monark Com certeza não foi uma que me fez acreditar em Astrologia,Felipe Shtims,Itjustfairytale,2022-11-02T04:31:10.000Z,Wed Nov 02 04:31:10 +0000 2022,1,0,pt,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,3,,,,,
1587662717963456513,"@aqconsultor Y el verbo se hizo carne. En definitiva la acción sobre objetivos es la fórmula . I’m agree.
El baño con esencias, astrología y tarot ayudan en otros aspectos, si hay quien confunde 
?? asc ?? ??",Azulgrisclaro,azulgrisclaro,2022-11-02T04:27:43.000Z,Wed Nov 02 04:27:43 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,1,,,,,
1587662697604448257,"RT @InformaCosmos : Estos seríamos tú y yo, pero te fuiste con quien confunde astronomía y astrología. ??? https://t.co/rG438yzzkM",Sandy Leon,barcejostam,2022-11-02T04:27:39.000Z,Wed Nov 02 04:27:39 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,photo,https://pbs.twimg.com/media/FghFsPsXgAACh3X.jpg,,,
