Tweet Id,Text,Name,Screen Name,UTC,Created At,Favorites,Retweets,Language,Client,Tweet Type,URLs,Hashtags,Mentions,Media Type,Media URLs,,,
1579874580252209153,"Acho engraçado quando as pessoas falam que não ""acreditam"" em astrologia como se fosse uma religião ou um conceito místico. Astrologia é uma linguagem! Você entende ou não. Se você vai escolher usar essa linguagem para te ajudar a traduzir seu ciclos, aí já é outra coisa.",Astroli • Astrologia Terapêutica,AstroliVibe,2022-10-11T16:40:27.000Z,Tue Oct 11 16:40:27 +0000 2022,0,0,pt,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,0,0,,,,,
1579873979929460737,RT @DiazLsd1990 : ¿Sabían que el mayor estimulo por el cual las matemáticas comenzaron a tomarse más en serio en occidente a fines de la Edad Media fue... la astrología??? https://t.co/ChN07WiC2e,Nicolas Trujillo Arroyave,Nicoarroyavena,2022-10-11T16:38:04.000Z,Tue Oct 11 16:38:04 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,photo,https://pbs.twimg.com/media/FewOdzeXkAAx9y5.jpg,,,
1579873756205711360,"AMO astrologia, AMO acompanhar horóscopo, fases da lua, dos planetas mas gente, a lua muda e o conselho é sempre o msm

todo dia parece as msm postagens",Nayara Oliveira,_xwildlife1,2022-10-11T16:37:10.000Z,Tue Oct 11 16:37:10 +0000 2022,1,0,pt,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,0,0,,,,,
1579873557387300864,literalmente hubo luna llena el domingo desp dicen q la astrologia es mentira y noseke https://t.co/zHigULVgJ4,catalina,cataleguisamo,2022-10-11T16:36:23.000Z,Tue Oct 11 16:36:23 +0000 2022,1,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/guscge_22/status/1579790020814438401 ,0,0,,,,,
1579873150548209667,"RT @jesscasali : Astrologia é pseudociência assim como homeopatia!
Eu prefiro lidar com um terraplanista do q com um ser que justifica tudo com signos e usa isso como desculpa pra ser babaca e julgar as pessoas...","?????????? ????????????, a autista indie",RoboMarshcosmic,2022-10-11T16:34:46.000Z,Tue Oct 11 16:34:46 +0000 2022,0,0,pt,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,,,,,
1579873070952894464,RT @WaldoCasal : ??#Aries: Clave semanal: Pongan un freno a sus impulsos nocivos y apártense de todo lo que perturbe su interior. #Astrología,Micaela,MicaelaRetamar8,2022-10-11T16:34:27.000Z,Tue Oct 11 16:34:27 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,2,0,,,,,
1579872248961171464,"#Géminis ? un consejo, si te caes diez veces levántate once, da igual las veces que fracases. Lo importante es no rendirse.
?? #Horóscopodia #Astrología #Predicciones #FelizMartes.  en ?????? https://t.co/SNV10zjrvz",elhoroscopodelzodiaco,elhoroscopodel1,2022-10-11T16:31:11.000Z,Tue Oct 11 16:31:11 +0000 2022,0,0,es,"<a href=""https://elhoroscopodelzodiaco.com/"" rel=""nofollow"">El Horóscopo del Zodíaco</a>",Tweet,https://elhoroscopodelzodiaco.com/horoscopo-diario/ ,5,0,,,,,
1579872221438570496,Simplemente no puedo respetar cualquier persona que crea en la astrología. No puedo. No. https://t.co/wbjqWiu16k,Contra la Revolución ???????????????,ContraRevoAr,2022-10-11T16:31:04.000Z,Tue Oct 11 16:31:04 +0000 2022,2,0,es,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,,0,0,photo,https://pbs.twimg.com/media/FezVKGzX0AAx0uZ.jpg,,,
1579872211762286593,"@Isa_bellaf09 JAJSJD ay, la astrología rige mi vida reina??",Sari????,arci___,2022-10-11T16:31:02.000Z,Tue Oct 11 16:31:02 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,1,,,,,
1579871579399663617,"Hay explicación de porque nadie durmio bien.
Pero no creen en la astrologia.
En fin",Josefina ?,SoyJojo07,2022-10-11T16:28:31.000Z,Tue Oct 11 16:28:31 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,0,0,,,,,
1579871397769510912,RT @DiazLsd1990 : ¿Sabían que el mayor estimulo por el cual las matemáticas comenzaron a tomarse más en serio en occidente a fines de la Edad Media fue... la astrología??? https://t.co/ChN07WiC2e,esomeditas,esomeditas,2022-10-11T16:27:48.000Z,Tue Oct 11 16:27:48 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,photo,https://pbs.twimg.com/media/FewOdzeXkAAx9y5.jpg,,,
1579870734792654848,"RT @alfonsoleon10 : Martes 11 de Octubre. Luna en Tauro ?. A todo aquello que te propongas debes darle forma y estructura.
#AlfonsoLeon #Astrologia",papacito,papacito18,2022-10-11T16:25:10.000Z,Tue Oct 11 16:25:10 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,2,0,,,,,
1579870565997109248,con mis compañeras nos quedamos hablando una hora al pedo de astrología jajajjajaja,Keilita,Keilavicino_,2022-10-11T16:24:30.000Z,Tue Oct 11 16:24:30 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,0,0,,,,,
1579869997580832769,"RT @alfonsoleon10 : Martes 11 de Octubre. Luna en Tauro ?. Hoy sentiremos estabilidad en todos los aspectos de nuestra vida.
#AlfonsoLeon #Astrologia",papacito,papacito18,2022-10-11T16:22:14.000Z,Tue Oct 11 16:22:14 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,2,0,,,,,
1579869868006199296,RT @florari : #hoydestaco que #Mercurio ya está en #Libra . La elegancia y la diplomacia en el hablar con buena educación. Sigue el #HiloDeAstroAriadna #astrologia #astros #astrology #energia https://t.co/OGdAGTwb1I,Sarah Suarez,SarahSu30736590,2022-10-11T16:21:43.000Z,Tue Oct 11 16:21:43 +0000 2022,0,0,es,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,8,0,video,https://video.twimg.com/ext_tw_video/1579860482915196928/pu/vid/726x720/VqlbamMJgUdGQIyh.mp4?tag=12,,,
1579869721448443905,"#Aries ? a pesar de todo ten presente que cuando estamos en el miedo, no hay espacio para el amor, y cuando estamos en el amor, no hay lugar para el miedo.
?? #Horóscopodelasemana #Astrología #Decretospositivos #FelizMartes.  en ?????? https://t.co/aTD3umdjFX https://t.co/Kl59cmNsiM",elhoroscopodelzodiaco,elhoroscopodel1,2022-10-11T16:21:08.000Z,Tue Oct 11 16:21:08 +0000 2022,0,0,es,"<a href=""https://elhoroscopodelzodiaco.com/"" rel=""nofollow"">El Horóscopo del Zodíaco</a>",Tweet,https://elhoroscopodelzodiaco.com/ ,5,0,photo,https://pbs.twimg.com/media/FezTI3CWAAAWOVd.jpg,,,
1579869659817717760,A Lua está em Touro e vou almoçar feijoada. Esse é o tweet.,Nux,nux_astrologia,2022-10-11T16:20:54.000Z,Tue Oct 11 16:20:54 +0000 2022,5,0,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,
1579869545594245120,RT @DiazLsd1990 : ¿Sabían que el mayor estimulo por el cual las matemáticas comenzaron a tomarse más en serio en occidente a fines de la Edad Media fue... la astrología??? https://t.co/ChN07WiC2e,Negro CR,NegroCR3,2022-10-11T16:20:26.000Z,Tue Oct 11 16:20:26 +0000 2022,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,photo,https://pbs.twimg.com/media/FewOdzeXkAAx9y5.jpg,,,
